NAME	CD8.cells	T.cells.regulatory	Myeloid.cells	CD4.cells	NK.cells	B.cells	Mural.cells	Endothelial	Fibroblasts	Plasma	T.cells.helper	T.cells.proliferative	Mast.cells
FAM87B	0.018384100535294	0	0.00784291907391287	0	0	0.053919053708854	0.00680182656535954	0	0.00760631351817275	0.0134489168557724	0	0	0
LINC00115	2.98806384458587	0.283677652744242	0.211797034141878	4.50284264919109	0.0504371575290036	2.18936286166782	0.0923367020147085	0.0329318803811252	0.165757293515547	0.491050070722599	0.157377377418985	0.0277130705563859	0.01801434185989
FAM41C	0.0804230312700151	0	0	0.0923263428538246	0	0.00508798821003125	0	0.00491832788349471	0	0	0	0	0
SAMD11	0.0127952140807673	0	0	0.00138423475420172	0	0.00132785359249338	0.0240945920809234	0.00646066596649279	2.02169881232924	0.204952118060785	0	0.00267715869198549	0
NOC2L	21.4248502081448	1.82875345192263	0.541953772298491	24.5470619471301	0.455489834953572	15.089757278312	0.215473788292364	0.406758254624338	0.710772637405202	2.10681304175921	1.15536821983086	0.272076489382496	0.316748180318596
KLHL17	1.78788412918022	0.079545189134853	0.0439526684902302	1.47392945935448	0.0139190576186577	0.330461652738321	0.00392567947544844	0.0128084471712471	0.0698000464422763	0.140964957568177	0.100040201522675	0.0188353989193126	0
PLEKHN1	1.32739198382749	0.100795443890811	0.0296992951106375	2.04908380151669	0	0.140676543882921	0.00316458252091164	0	0.0142633688071631	0.932884902596509	0.16219808138801	0.00746378543947424	0.0232969239313448
HES4	7.99339010854969	1.02508933092256	1.26897392676038	6.21217123062193	0.0689493746589137	2.61818599257117	0.754220697149769	0.516788288575144	1.52744204257542	0.235844297400567	1.03205807788078	0.170402358628417	0.449140916649556
ISG15	76.1502709134338	5.46185947326934	2.58437668751297	52.4256914435491	0.999942362022459	21.590110612699	0.458624951494444	1.27188334962452	1.21436800375772	6.70978180417475	4.27092681857376	1.03186928424892	0.294976147490959
AGRN	0.652063662009616	0.015028705354131	0.192689959665534	0.281594826039569	0	0.0655313880926669	0.0967674098308655	0.729141309508032	0.458283490458181	0.0478152534939308	0.0219470388450137	0.0209504038476173	0.0156966355945607
